component,layer,head,ap_impact_pd,ct_rescue_pd,combined_score
L27H8,27,8,-0.0052290093608018395,-0.0018097583840532838,-0.0038613089701024176
L21H5,21,5,-0.005238727098557994,-0.0052678214340675655,-0.005250364832761823
L13H4,13,4,-0.005367940518914205,-0.0036199986934661865,-0.004668763788734998
L24H11,24,11,-0.005368018295706767,-0.005564342911650533,-0.005446548142084273
L9H8,9,8,-0.005438340146367127,-0.00885922225510205,-0.0068066929898610955
L16H3,16,3,-0.005672002710947144,-0.00402810079295457,-0.005014441943750114
L24H4,24,4,-0.0057899901052800296,-0.0027193296246412757,-0.0045617259130245275
L27H14,27,14,-0.005877473005434286,-0.0031583272829287523,-0.004789814716432072
L13H9,13,9,-0.005971183137195801,-0.00322944507366274,-0.004874487911782577
L12H7,12,7,-0.006161307416311157,0.0021947578686039027,-0.002818881302345133
L3H15,3,15,-0.006280811821542165,-0.003050000202365122,-0.004988487173871348
L12H4,12,4,-0.006311745905294597,-0.0046653892935776264,-0.005653203260607809
L24H5,24,5,-0.006371096140000865,-0.00536229770358021,-0.005967576765432603
L24H15,24,15,-0.006383939487178081,-0.005598163459359151,-0.006069629076050509
L10H3,10,3,-0.006396881690839407,-0.004573070421451497,-0.005667357183084243
L20H7,20,7,-0.006399630773358256,-0.0014984883913180536,-0.004439173820542175
L9H1,9,1,-0.006448309595991852,-0.00484682801293157,-0.00580771696276774
L17H0,17,0,-0.006461463323453542,0.0015765980976384375,-0.0032462387550167503
L13H0,13,0,-0.006536778153442779,-0.0027161938388173823,-0.00500854442759262
L20H9,20,9,-0.00666886568069458,-0.004321681290138102,-0.005729991924471989
L22H14,22,14,-0.006792813539505005,-0.012204357036730173,-0.008957430938395072
L11H2,11,2,-0.006870508920855611,-0.002820798536626312,-0.005250624767163891
L24H0,24,0,-0.007188447364946615,-0.005974693996150249,-0.006702946017428068
L14H3,14,3,-0.007423021444460165,-0.002862626459540385,-0.005598863450492253
L24H9,24,9,-0.007442012065794423,-0.0074856579303741455,-0.007459470411626312
L20H11,20,11,-0.007489327977343252,-0.00299006555138559,-0.005689623006960187
L16H1,16,1,-0.0077540700028582155,-0.006801576876058868,-0.007373072752138476
L9H9,9,9,-0.008261212488500091,0.0006235568988613993,-0.004707304733555495
L18H1,18,1,-0.008464857572462514,-0.004075411616302205,-0.00670907918999839
L27H7,27,7,-0.008517778501277995,-0.007865769834053182,-0.00825697503438807
L21H0,21,0,-0.008725990609424805,-0.0014689288488247687,-0.00582316590518479
L27H6,27,6,-0.00903668854294748,-0.008133390327779266,-0.008675369256880195
L22H10,22,10,-0.009114601263185751,-0.006042479014978119,-0.007885752363902699
L12H9,12,9,-0.00929321239634251,-0.006975115799322307,-0.00836597375753443
L23H10,23,10,-0.009938440671781179,-0.005675810866239583,-0.00823338874956454
L19H7,19,7,-0.00994977645757722,-0.0019252336606746523,-0.006739959338816192
L7H6,7,6,-0.010016045192392853,-0.002979310547433278,-0.007201351334409023
L13H15,13,15,-0.01013212305743516,-0.007377924715600392,-0.009030443720701253
L23H4,23,4,-0.01017812330548351,-0.0061709582805633545,-0.008575257295515448
L9H10,9,10,-0.010180820052216655,-0.0044883911202593385,-0.007903848479433729
L10H14,10,14,-0.010183779931649872,-0.002302693157661184,-0.007031345222054397
L7H10,7,10,-0.010558903217315674,-0.004653256113936299,-0.008196644375963924
L21H15,21,15,-0.010850726831250102,-0.004612372415821797,-0.008355385065078779
L14H7,14,7,-0.010933571472400594,-0.004456383426015065,-0.008342696253846382
L10H0,10,0,-0.010984782038665375,-0.004537089568812713,-0.00840570505072431
L25H4,25,4,-0.011072417584861216,-0.005190564364921824,-0.00871967629688546
L25H0,25,0,-0.01180366190468396,-0.010200979506097219,-0.011162588945249264
L13H3,13,3,-0.011885540514457449,-0.004854543906886333,-0.009073141871429002
L17H5,17,5,-0.012311399709887594,-0.0018262143542127074,-0.008117325567617639
L16H9,16,9,-0.01269349019701882,0.010534892721874023,-0.0034021370294616826
L9H3,9,3,-0.0127274241389298,-0.006262466674897715,-0.010141441153316964
L24H3,24,3,-0.013028402880924439,-0.013158634668443248,-0.013080495595931963
L8H1,8,1,-0.013091206550598145,-0.005342645616066233,-0.00999178217678538
L10H4,10,4,-0.013514486754812816,-0.0074361977053851724,-0.011083171135041758
L11H13,11,13,-0.013994556374666178,-0.0035477244272464903,-0.009815823595698303
L11H12,11,12,-0.014021645958830598,-0.01409524388429595,-0.014051085129016738
L19H15,19,15,-0.014146535134896943,-0.014728296093824422,-0.014379239518467934
L14H11,14,11,-0.014327544264677083,-0.005513774912531799,-0.01080203652381897
L8H3,8,3,-0.0144024643956161,-0.004044438280710327,-0.01025925394965379
L22H8,22,8,-0.014427317351829672,-0.008286443425387868,-0.01197096778125295
L17H7,17,7,-0.015962202374528056,-0.0037872427847327472,-0.011092218538609932
L13H8,13,8,-0.01596843905565215,-0.008321583997912496,-0.012909697032556289
L22H4,22,4,-0.016815380352299347,-0.013023783520954346,-0.015298741619761348
L7H3,7,3,-0.016949075751188314,-0.005173228135923025,-0.0122387367050822
L12H6,12,6,-0.017015565459321147,-0.006702856319706574,-0.012890481803475316
L2H14,2,14,-0.01749535668187019,-0.006584530923424703,-0.013131026378491993
L9H15,9,15,-0.018393908332033804,-0.005920170283899018,-0.013404413112779888
L9H0,9,0,-0.018475443851657003,-0.010001243614568889,-0.015085763756821757
L21H14,21,14,-0.018748654098045492,-0.009877212890764486,-0.01520007761513309
L24H14,24,14,-0.019509853386297404,-0.014376515295447367,-0.01745651814995739
L15H2,15,2,-0.020333058950377625,-0.0030349711092506615,-0.01341382381392684
L22H6,22,6,-0.02059225120195529,-0.012622923385806284,-0.01740452007549569
L23H14,23,14,-0.02060593119481713,-0.008975452039299947,-0.015953739532610256
L10H7,10,7,-0.021099517985088023,-0.007243087378943858,-0.015556945742630356
L13H14,13,14,-0.021157330856090617,-0.0034688914694437356,-0.014081955101431865
L18H2,18,2,-0.021445817336803508,0.0023612183768574324,-0.01192300305133913
L24H7,24,7,-0.02179316413111798,-0.014470048793932211,-0.018863917996243672
L9H12,9,12,-0.023496845146504852,-0.004368193265868459,-0.015845384394250296
L23H7,23,7,-0.02436070543963731,-0.011867883001885793,-0.0193635764645367
L11H0,11,0,-0.024652579208699676,-0.010760853930217529,-0.019095889097306817
L21H10,21,10,-0.024919014151503327,-0.0051083179508767396,-0.016994735671252693
L11H5,11,5,-0.02526585866765274,-0.009877271041637492,-0.01911042361724664
L8H11,8,11,-0.026073747291797567,-0.007700603909608805,-0.018724489938922062
L9H4,9,4,-0.02653001794000953,-0.005263651289591054,-0.018023471279842142
L18H6,18,6,-0.027170480024523824,-0.011656699384131053,-0.020964967768366715
L22H12,22,12,-0.027777854262328705,-0.01995683152501171,-0.024649445167401904
L17H13,17,13,-0.03246430725586125,-0.009594260919384867,-0.023316288721270693
L19H1,19,1,-0.03308639003009328,-0.00811508297920227,-0.023097867209736878
L17H10,17,10,-0.03735942157303418,-0.018025517463684082,-0.02962585992929414
L9H7,9,7,-0.038915015575362366,-0.009697428563746002,-0.02722798077071582
L13H10,13,10,-0.04124996502224987,-0.011129116139760753,-0.02920162546925422
L13H6,13,6,-0.043980017667863414,-0.010855795406713775,-0.030730328763403557
L16H12,16,12,-0.047896787160780385,-0.018239405097031036,-0.036033834335280644
L18H3,18,3,-0.0793969594850773,-0.03313766020100295,-0.06089323977144756
L14H12,14,12,-0.08226576447486877,-0.01573249479619465,-0.055652456603399125
L12H0,12,0,-0.08228517523626,-0.0187530575728998,-0.05687232817091592
L22H7,22,7,-0.0991201044582739,-0.054474145900912374,-0.08126172103532929
L17H3,17,3,-0.12687532276642033,-0.04601113970686754,-0.09452964954259921
